"customer_id";"customer_fname";"customer_lname";"customer_segment"
9697;"Stephen";"Williams";"Consumer"
9698;"Mary";"Lee";"Consumer"
9702;"Katherine";"Tyler";"Home Office"
9704;"Mary";"Mcneil";"Home Office"
9723;"Rose";"White";"Corporate"
9726;"Steven";"Smith";"Consumer"
9727;"Mary";"Cruz";"Home Office"
9742;"Mary";"Frost";"Home Office"
9760;"Mary";"Wolf";"Consumer"
9803;"Mary";"Brady";"Consumer"
9807;"Mary";"Lopez";"Consumer"
9814;"Daniel";"Smith";"Consumer"
9854;"Mary";"Smith";"Home Office"
9857;"Lawrence";"Deleon";"Consumer"
9884;"Maria";"Dorsey";"Corporate"
9890;"Christian";"Luna";"Consumer"
9897;"Marilyn";"Smith";"Consumer"
9906;"Richard";"Smith";"Consumer"
9909;"Mary";"Wong";"Corporate"
9918;"Alice";"Smith";"Consumer"
9962;"Diana";"Smith";"Consumer"
10018;"Gregory";"Rodriguez";"Home Office"
10029;"Mary";"Silva";"Consumer"
10031;"Crystal";"Blake";"Consumer"
10041;"Mary";"Smith";"Home Office"
10042;"Christopher";"Hatfield";"Consumer"
10046;"Mary";"Smith";"Corporate"
10051;"Kathryn";"Smith";"Consumer"
10066;"Janice";"Smith";"Consumer"
10071;"Mary";"Lawrence";"Corporate"
10081;"Mary";"Castillo";"Corporate"
10093;"Michael";"Lopez";"Consumer"
10118;"Mary";"Reynolds";"Consumer"
10166;"Aaron";"Smith";"Home Office"
10173;"Kathleen";"Smith";"Consumer"
10200;"Nicole";"Smith";"Consumer"
10226;"Mary";"Smith";"Corporate"
10245;"Mary";"Mclaughlin";"Corporate"
10288;"Mark";"Smith";"Consumer"
10291;"Ann";"Smith";"Corporate"
10308;"Mary";"Smith";"Consumer"
10344;"Mary";"Smith";"Consumer"
10365;"Amy";"Smith";"Corporate"
10368;"Matthew";"Key";"Home Office"
10408;"Sandra";"Smith";"Consumer"
10416;"Mary";"Goodwin";"Consumer"
10428;"Tammy";"Chavez";"Consumer"
10454;"Anthony";"Leblanc";"Home Office"
10474;"Benjamin";"Case";"Consumer"
10485;"Mary";"Smith";"Home Office"
10497;"Justin";"Pena";"Consumer"
10499;"Theresa";"Little";"Corporate"
10500;"Mary";"Smith";"Consumer"
10518;"Jesse";"Dawson";"Corporate"
10519;"Mary";"Smith";"Consumer"
10533;"Michael";"Smith";"Home Office"
10549;"Mary";"Atkinson";"Consumer"
10563;"Mary";"Smith";"Consumer"
10577;"Jennifer";"Fuentes";"Consumer"
10582;"Mary";"Ryan";"Consumer"
10588;"Jessica";"Newton";"Home Office"
10591;"Deborah";"Humphrey";"Corporate"
10610;"Nancy";"Bryant";"Corporate"
10614;"James";"Smith";"Consumer"
10632;"Mary";"Williams";"Consumer"
10643;"Katherine";"Delgado";"Corporate"
10648;"Mary";"Smith";"Corporate"
10659;"Barbara";"Beck";"Consumer"
10667;"Walter";"Prince";"Corporate"
10668;"Mary";"Smith";"Consumer"
10671;"Timothy";"Moses";"Corporate"
10679;"Mary";"Smith";"Home Office"
10699;"Mary";"Lee";"Consumer"
10731;"Mary";"Smith";"Consumer"
10753;"Gregory";"Mitchell";"Consumer"
10759;"Douglas";"Smith";"Home Office"
10794;"Mary";"Fox";"Consumer"
10811;"Joshua";"Carter";"Consumer"
10819;"Michelle";"Koch";"Consumer"
10860;"Mary";"Johnson";"Corporate"
10864;"Jason";"Beck";"Corporate"
10893;"Lisa";"Smith";"Corporate"
10927;"Jessica";"Lang";"Consumer"
10948;"Mary";"Torres";"Corporate"
10954;"Mary";"White";"Consumer"
10966;"Martha";"Pierce";"Corporate"
10983;"Mary";"Frank";"Corporate"
11002;"Alexander";"Smith";"Consumer"
11011;"Mary";"Mullins";"Consumer"
11018;"Bruce";"Smith";"Consumer"
11044;"Daniel";"Henson";"Consumer"
11065;"Aaron";"Smith";"Consumer"
11106;"Mary";"Navarro";"Consumer"
11114;"Mary";"Owens";"Corporate"
11149;"Roy";"Smith";"Consumer"
11169;"Kyle";"Thomas";"Home Office"
11170;"Mary";"Newman";"Corporate"
11187;"Mary";"Smith";"Consumer"
11189;"Mary";"Hammond";"Consumer"
11197;"Mary";"Conrad";"Consumer"
11198;"Samuel";"Smith";"Consumer"
11213;"Mary";"Black";"Consumer"
11216;"Mary";"Morgan";"Home Office"
11229;"Diane";"Smith";"Consumer"
11254;"Sharon";"Smith";"Consumer"
11273;"Mary";"Ward";"Consumer"
11286;"Mary";"Garcia";"Corporate"
11290;"Catherine";"Smith";"Consumer"
11292;"William";"Saunders";"Home Office"
11307;"Mary";"Smith";"Corporate"
11310;"Kenneth";"Williams";"Consumer"
11329;"Hannah";"Smith";"Home Office"
11337;"Mary";"Howell";"Corporate"
11339;"Mary";"King";"Home Office"
11380;"Jane";"Smith";"Consumer"
11388;"Mary";"Rangel";"Consumer"
11412;"Mary";"Harris";"Corporate"
11426;"Mary";"Smith";"Consumer"
11431;"Willie";"Sanders";"Consumer"
11438;"Mary";"Pugh";"Consumer"
11455;"Mary";"Weaver";"Consumer"
11486;"Mary";"Smith";"Consumer"
11531;"Barbara";"Gordon";"Corporate"
11551;"Lawrence";"Harrison";"Consumer"
11573;"Judy";"Smith";"Corporate"
11586;"Nancy";"Wright";"Corporate"
11616;"Carol";"Smith";"Home Office"
11636;"Patrick";"Browning";"Consumer"
11650;"Mary";"Smith";"Home Office"
11664;"Mary";"Smith";"Consumer"
11667;"Mary";"Brooks";"Corporate"
11674;"Christina";"Daniel";"Consumer"
11696;"Mary";"Smith";"Corporate"
11715;"Mary";"Smith";"Consumer"
11720;"Mary";"Smith";"Consumer"
11743;"Alexander";"Smith";"Consumer"
11753;"Richard";"Reid";"Corporate"
11757;"Mary";"Boyle";"Consumer"
11761;"Lauren";"Coleman";"Consumer"
11776;"Mary";"Smith";"Home Office"
11782;"Michelle";"Dickson";"Home Office"
11791;"Mary";"Lee";"Corporate"
11793;"Thomas";"Riley";"Consumer"
11797;"Kimberly";"Smith";"Corporate"
11887;"Christopher";"Smith";"Consumer"
11924;"Mary";"Ramos";"Corporate"
11930;"Mary";"Gilbert";"Corporate"
11947;"Mary";"Smith";"Consumer"
11979;"Brandon";"Smith";"Corporate"
11999;"Johnny";"Smith";"Consumer"
12019;"Mary";"Walters";"Consumer"
12033;"Aaron";"Villa";"Consumer"
12052;"Mary";"Burke";"Consumer"
12055;"Emily";"Richardson";"Corporate"
12069;"Brittany";"Gardner";"Home Office"
12094;"Mary";"Smith";"Corporate"
12100;"Richard";"Bolton";"Corporate"
12101;"Samantha";"Smith";"Corporate"
12119;"Barbara";"Pham";"Consumer"
12151;"Vincent";"Krueger";"Home Office"
12160;"Martha";"Richmond";"Home Office"
12214;"Jennifer";"Summers";"Consumer"
12216;"Ann";"Deleon";"Consumer"
12221;"Betty";"Sanchez";"Home Office"
12253;"Mary";"Chan";"Consumer"
12255;"Mary";"Davis";"Consumer"
12279;"Mary";"Dunn";"Consumer"
12288;"Karen";"Smith";"Consumer"
12291;"Jennifer";"Sims";"Consumer"
12310;"Ralph";"Nielsen";"Consumer"
12333;"Mary";"Thomas";"Consumer"
12355;"Victoria";"Smith";"Consumer"
12363;"Kimberly";"Meza";"Consumer"
12381;"Mary";"Olsen";"Corporate"
12382;"Jennifer";"Smith";"Consumer"
12383;"Joyce";"Phillips";"Consumer"
12431;"Mary";"Rios";"Corporate"
12961;"Joan";"Nixon";"Consumer"
13024;"Giselle";"Farrell";"Consumer"
13035;"Belle";"Booker";"Consumer"
13080;"Mara";"Duffy";"Consumer"
13163;"Sydnee";"Nolan";"Consumer"
13179;"Ila";"Knight";"Consumer"
13190;"Whitney";"Henderson";"Consumer"
13194;"Riley";"Jones";"Consumer"
13196;"Lani";"Nash";"Consumer"
13206;"Zia";"Davis";"Consumer"
13256;"Nora";"Downs";"Consumer"
13363;"Madonna";"Ingram";"Consumer"
13461;"Mechelle";"Parker";"Consumer"
13597;"Sara";"Mejia";"Consumer"
14087;"Audrey";"Acosta";"Consumer"
14097;"Winifred";"Alexander";"Consumer"
14287;"Alma";"Delgado";"Consumer"
14322;"Alyssa";"Contreras";"Consumer"
14472;"Vivian";"Hays";"Consumer"
14508;"Roanna";"Martin";"Consumer"
14510;"Imani";"Castaneda";"Consumer"
14513;"Imani";"Kelly";"Consumer"
14553;"Willa";"Potter";"Consumer"
14562;"Xantha";"Brock";"Consumer"
14604;"Demetria";"Jarvis";"Consumer"
14630;"Kirestin";"Barr";"Consumer"
14633;"Sloane";"Long";"Consumer"
14645;"Noelani";"Hyde";"Consumer"
14665;"Jennifer";"Stokes";"Consumer"
14676;"Gay";"Harper";"Consumer"
14770;"Kelsie";"Tate";"Consumer"
14824;"Jaime";"Todd";"Consumer"
14848;"Karina";"Harper";"Consumer"
14915;"Octavia";"French";"Consumer"
16086;"Aimee";"Terrell";"Corporate"
17392;"Patience";"Ward";"Corporate"
17446;"Freya";"Golden";"Corporate"
18007;"Audra";"Weber";"Corporate"
18276;"Cheryl";"Koch";"Corporate"
18349;"Rana";"Moreno";"Corporate"
19350;"Heather";"Rocha";"Consumer"
19351;"Alyssa";"Fowler";"Home Office"
19352;"Lilah";"Glass";"Home Office"
19353;"Ella";"Mcmahon";"Consumer"
19354;"Lilah";"Huff";"Home Office"
19355;"Geraldine";"Barlow";"Corporate"
19356;"Emma";"Armstrong";"Consumer"
19357;"Tara";"Gordon";"Corporate"
19358;"Genevieve";"Joyce";"Corporate"
19359;"Sybil";"Noel";"Corporate"
19360;"Blossom";"Hill";"Corporate"
19361;"Dana";"Hoffman";"Consumer"
19362;"Anika";"Stokes";"Consumer"
19363;"Geraldine";"Mcfadden";"Consumer"
19364;"Jayme";"Tyler";"Consumer"
19365;"Amity";"Weber";"Consumer"
19366;"Joan";"Hickman";"Consumer"
19367;"Illiana";"Mcpherson";"Consumer"
19368;"Morgan";"Jimenez";"Consumer"
19369;"Rhonda";"Bruce";"Corporate"
19370;"Xerxes";"Marsh";"Corporate"
19371;"Clare";"Jenkins";"Home Office"
19372;"Taylor";"Aguilar";"Home Office"
19373;"Violet";"Melton";"Home Office"
19374;"Hedy";"Dunn";"Consumer"
19375;"Lara";"Kim";"Consumer"
19376;"Hermione";"Rose";"Corporate"
19377;"Denise";"Young";"Consumer"
19378;"Eliana";"Santos";"Consumer"
19379;"Emma";"Suarez";"Home Office"
19380;"Sopoline";"Hood";"Consumer"
19381;"Summer";"Hester";"Consumer"
19382;"Kitra";"Howard";"Corporate"
19383;"Ifeoma";"Hendricks";"Corporate"
19384;"Tatyana";"Tyson";"Home Office"
19385;"Brenna";"Wyatt";"Corporate"
19386;"Olga";"Stein";"Corporate"
19387;"Karly";"Porter";"Corporate"
19388;"Katelyn";"Key";"Corporate"
19389;"Breanna";"Morrison";"Corporate"
19390;"Blossom";"Middleton";"Home Office"
19391;"Aimee";"Daugherty";"Corporate"
19392;"Nelle";"Shaffer";"Home Office"
19393;"Phyllis";"Higgins";"Home Office"
19394;"Tamara";"Larson";"Home Office"
19395;"Nell";"Garrison";"Home Office"
19396;"Charity";"Sharpe";"Home Office"
19397;"Ria";"Padilla";"Home Office"
19398;"Beatrice";"Holt";"Home Office"
19399;"Chloe";"Nichols";"Home Office"
19400;"Medge";"Mcfarland";"Corporate"
19401;"Myra";"Manning";"Corporate"
19402;"Cynthia";"Albert";"Corporate"
19403;"Emi";"Mitchell";"Corporate"
19404;"Tana";"Franklin";"Consumer"
19405;"Lilah";"Holmes";"Corporate"
19406;"May";"Kennedy";"Consumer"
19407;"Linda";"Haley";"Consumer"
19408;"Rose";"Mack";"Consumer"
19409;"Odessa";"Cherry";"Corporate"
19410;"Cherokee";"Huffman";"Corporate"
19411;"Tamekah";"Blair";"Corporate"
19412;"Iola";"King";"Corporate"
19413;"Renee";"Morales";"Corporate"
19414;"Hadley";"Russell";"Corporate"
19415;"Yoshi";"Shelton";"Consumer"
19416;"Madeline";"Wooten";"Home Office"
19417;"Gillian";"Camacho";"Home Office"
19418;"Beverly";"Fisher";"Consumer"
19419;"Chloe";"Pickett";"Home Office"
19420;"Danielle";"Rush";"Home Office"
19421;"Miriam";"Vega";"Consumer"
19422;"Carolyn";"Davenport";"Consumer"
19423;"Inez";"Fleming";"Consumer"
19424;"Kylynn";"Zimmerman";"Consumer"
19425;"Fallon";"Donovan";"Consumer"
19426;"Dakota";"Green";"Consumer"
19427;"Rylee";"Garrett";"Corporate"
19428;"Patience";"Woodward";"Consumer"
19429;"Lana";"Green";"Consumer"
19430;"Naida";"Small";"Corporate"
19431;"Maryam";"Grant";"Corporate"
19432;"Noel";"Wheeler";"Corporate"
19433;"Xerxes";"Terrell";"Corporate"
19434;"Emma";"Mayo";"Corporate"
19435;"Hyacinth";"Nolan";"Consumer"
19436;"Wynter";"Gay";"Home Office"
19437;"Cally";"Dunn";"Corporate"
19438;"Cleo";"Woodward";"Home Office"
19439;"Mara";"Mcneil";"Corporate"
19440;"Jennifer";"Holmes";"Corporate"
19441;"Yetta";"Robinson";"Corporate"
19442;"Lavinia";"Houston";"Corporate"
19443;"Hayfa";"Boyle";"Corporate"
19444;"Wanda";"Sanford";"Corporate"
19445;"Felicia";"Clark";"Corporate"
19446;"Taylor";"Wood";"Corporate"
19447;"Marah";"Lara";"Corporate"
19448;"Stacy";"Mckinney";"Corporate"
19449;"Kay";"Sandoval";"Consumer"
19450;"Sybill";"Spencer";"Home Office"
19451;"Adele";"Pennington";"Home Office"
19452;"Dacey";"Walters";"Home Office"
19453;"Deanna";"Goff";"Consumer"
19454;"Karina";"Prince";"Consumer"
19455;"Ivory";"Parks";"Consumer"
19456;"Amy";"Lindsay";"Corporate"
19457;"Libby";"Bray";"Corporate"
19458;"Aurora";"Sharp";"Corporate"
19459;"Ainsley";"Mathis";"Consumer"
19460;"Dominique";"Rogers";"Consumer"
19461;"Basia";"Watts";"Consumer"
19462;"Joan";"Wilder";"Consumer"
19463;"Teagan";"Romero";"Consumer"
19464;"Jael";"Mcfarland";"Consumer"
19465;"Evelyn";"Kelly";"Corporate"
19466;"Hannah";"Velez";"Corporate"
19467;"Quail";"Ashley";"Consumer"
19468;"Roary";"Wheeler";"Corporate"
19469;"Simone";"Vance";"Corporate"
19470;"Lucy";"Mcknight";"Corporate"
19471;"Yeo";"Bird";"Corporate"
19472;"Alma";"Conley";"Corporate"
19473;"Kellie";"Farmer";"Corporate"
19474;"Kim";"Simon";"Consumer"
19475;"Bo";"Griffin";"Consumer"
19476;"Ciara";"Bird";"Corporate"
19477;"Brynne";"Giles";"Corporate"
19478;"Sade";"Lancaster";"Corporate"
19479;"Kimberley";"Sharpe";"Corporate"
19480;"Natalie";"Mcfadden";"Corporate"
19481;"Cassandra";"Jensen";"Corporate"
19482;"Freya";"Robbins";"Consumer"
19483;"Germane";"Short";"Corporate"
19484;"Oprah";"Delacruz";"Corporate"
19485;"Nichole";"Olsen";"Corporate"
19486;"Erica";"Stevens";"Corporate"
19487;"Constance";"Terrell";"Home Office"
19488;"Kimberly";"Flowers";"Consumer"
19489;"Orli";"Hendricks";"Corporate"
19490;"Tana";"Tate";"Home Office"
19491;"Gillian";"Maldonado";"Consumer"
19492;"Irene";"Luna";"Consumer"
20402;"Cleo";"Buchanan";"Corporate"
20423;"Ainsley";"Leach";"Corporate"
20529;"Lynn";"Sweeney";"Corporate"
20655;"Whitney";"Collins";"Corporate"
20755;"Cally";"Holloway";"Consumer"
